file,datatype,sim_model,taxa,sites,build,inference_model,status,host,wall_total_s,wall_tree_s,best_logL,energy_cpu_J,energy_gpu_J,gpu_mem_peak_MB,gpu_mem_delta_MB,cpu_mem_peak_MB,logL_ref,delta_logL,rel_diff
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_100000_iqtree3_AA_INTEL_VANILA_OMP104_LG-R6_100taxa_100000len_modelwise_te_aa.log,AA,LG+I+G4,100,100000,cpu_OMP_104,LG+R6,COMPLETE,gadi-cpu-spr-0707.gadi.nci.org.au,141.678,0.0,-7541974.468,97967.46,,,,10551.301,-7541974.468,0.0,0.0
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_100000_iqtree3_AA_INTEL_VANILA_OMP104_LG-R7_100taxa_100000len_modelwise_te_aa.log,AA,LG+I+G4,100,100000,cpu_OMP_104,LG+R7,COMPLETE,gadi-cpu-spr-0451.gadi.nci.org.au,115.4,0.0,-7541974.099,79286.646,,,,12005.254,-7541974.099,0.0,0.0
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_100000_iqtree3_AA_INTEL_VANILA_OMP104_LG_100taxa_100000len_modelwise_te_aa.log,AA,LG+I+G4,100,100000,cpu_OMP_104,LG,COMPLETE,gadi-cpu-spr-0573.gadi.nci.org.au,1.692,0.0,-7964675.113,1301.677,,,,1816.988,-7964675.113,0.0,0.0
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-G4_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,cudajolt_H200,LG+G4,COMPLETE,gadi-gpu-h200-0012.gadi.nci.org.au,4.11,0.0,-7541976.852,,,,,,-7541976.853,0.0010000001639127731,1.325912533813995e-10
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-G4_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,cudajolt_H200,LG+I+G4,COMPLETE,gadi-gpu-h200-0002.gadi.nci.org.au,27.491,0.0,-7541976.853,,,,,,-7541976.853,0.0,0.0
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-R1_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,cudajolt_H200,LG+I+R1,COMPLETE,gadi-gpu-h200-0019.gadi.nci.org.au,9.273,0.0,-7941914.563,,,,,,-7941914.563,0.0,0.0
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-R2_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,cudajolt_H200,LG+I+R2,COMPLETE,gadi-gpu-h200-0019.gadi.nci.org.au,48.849,0.0,-7609499.909,,,,,,-7609499.909,0.0,0.0
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-R3_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,cudajolt_H200,LG+I+R3,COMPLETE,gadi-gpu-h200-0020.gadi.nci.org.au,50.533,0.0,-7548154.558,,,,,,-7548154.558,0.0,0.0
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-R4_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,cudajolt_H200,LG+I+R4,COMPLETE,gadi-gpu-h200-0015.gadi.nci.org.au,293.565,0.0,-7541972.883,,,,,,-7541972.803,-0.0800000000745058,-1.060730423778297e-08
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-R5_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,cudajolt_H200,LG+I+R5,COMPLETE,gadi-gpu-h200-0015.gadi.nci.org.au,678.214,0.0,-7541974.702,,,,,,-7541974.702,0.0,0.0
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-R6_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,cudajolt_H200,LG+I+R6,COMPLETE,gadi-gpu-h200-0019.gadi.nci.org.au,1090.927,0.0,-7541974.161,,,,,,-7541974.067,-0.09400000050663948,-1.2463580446124528e-08
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-R7_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,cudajolt_H200,LG+I+R7,COMPLETE,gadi-gpu-h200-0020.gadi.nci.org.au,974.879,0.0,-7541974.029,,,,,,-7541973.962,-0.0669999998062849,-8.883615900010037e-09
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,cudajolt_H200,LG+I,COMPLETE,gadi-gpu-h200-0012.gadi.nci.org.au,14.439,0.0,-7941914.563,,,,,,-7941914.563,0.0,0.0
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-R1_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,cudajolt_H200,LG+R1,COMPLETE,gadi-gpu-h200-0009.gadi.nci.org.au,1.403,0.0,-7964675.113,,,,,,-7964675.113,0.0,0.0
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-R2_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,cudajolt_H200,LG+R2,COMPLETE,gadi-gpu-h200-0019.gadi.nci.org.au,41.076,0.0,-7614626.014,,,,,,-7614626.014,0.0,0.0
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-R3_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,cudajolt_H200,LG+R3,COMPLETE,gadi-gpu-h200-0016.gadi.nci.org.au,50.732,0.0,-7548506.542,,,,,,-7548506.542,0.0,0.0
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-R4_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,cudajolt_H200,LG+R4,COMPLETE,gadi-gpu-h200-0020.gadi.nci.org.au,43.167,0.0,-7541972.467,,,,,,-7541972.381,-0.08600000012665987,-1.1402852699820815e-08
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-R5_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,cudajolt_H200,LG+R5,COMPLETE,gadi-gpu-h200-0020.gadi.nci.org.au,772.176,0.0,-7541974.075,,,,,,-7541974.075,0.0,0.0
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-R6_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,cudajolt_H200,LG+R6,COMPLETE,gadi-gpu-h200-0018.gadi.nci.org.au,1040.419,0.0,-7541974.438,,,,,,-7541974.468,0.03000000026077032,3.977738241896462e-09
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-R7_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,cudajolt_H200,LG+R7,COMPLETE,gadi-gpu-h200-0020.gadi.nci.org.au,947.625,0.0,-7541974.157,,,,,,-7541974.099,-0.05799999926239252,-7.69029414594288e-09
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,cudajolt_H200,LG,COMPLETE,gadi-gpu-h200-0008.gadi.nci.org.au,1.467,0.0,-7964675.113,,,,,,-7964675.113,0.0,0.0
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_100000_iqtree3_AA_OPENACC_H200_LG-G4_100taxa_100000len_modelwise_te_OPENACC_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,openACC_H200,LG+G4,COMPLETE,gadi-gpu-h200-0023.gadi.nci.org.au,3.523,0.009,-7541976.853,1246.029,1104.817,7942.688,7068.0,376.875,-7541976.853,0.0,0.0
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_100000_iqtree3_AA_OPENACC_H200_LG-I-G4_100taxa_100000len_modelwise_te_OPENACC_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,openACC_H200,LG+I+G4,COMPLETE,gadi-gpu-h200-0021.gadi.nci.org.au,311.03,0.004,-7541976.853,83994.02,128033.264,7942.688,7068.0,377.078,-7541976.853,0.0,0.0
